header,true_label,true_binary,v3_bin_pred,v3_bin_conf,v3_sf_pred,v3_sf_conf,v4_bin_pred,v4_bin_conf,v4_sf_pred,v4_sf_conf,seq_length,modeled_sf,binary_eval,v3_bin_correct,v4_bin_correct,both_bin_correct,both_bin_wrong,v3_sf_correct,v4_sf_correct,both_sf_wrong
hAT_366-aXenPet#DNA/hAT,None,0,1,0.9787477,DNA/hAT,0.76647127,1,0.9648605,DNA/hAT,0.91673887,6464,False,True,False,False,False,True,True,True,False
hAT_534-aRhiDor#DNA/hAT,None,0,1,0.9787289,DNA/hAT,0.7913481,1,0.9936783,DNA/hAT,0.91324955,7572,False,True,False,False,False,True,True,True,False
hAT_731-aPelLes#DNA/hAT,None,0,1,0.9787118,DNA/hAT,0.76364017,1,0.9712696,DNA/hAT,0.9146037,9972,False,True,False,False,False,True,True,True,False
hAT_98-aPelLes#DNA/hAT,None,0,1,0.9787033,DNA/hAT,0.7777456,1,0.97167724,DNA/hAT,0.9136125,6610,False,True,False,False,False,True,True,True,False
TcMar-Tc1_16-fMenMen#DNA/TcMar-Tc1,None,0,1,0.978679,DNA/TcMar-Tc1,0.63008064,1,0.9999082,DNA/TcMar-Tc1,0.91616577,1275,False,True,False,False,False,True,True,True,False
hAT_1052-aPelLes#DNA/hAT,None,0,1,0.9786404,DNA/hAT,0.7670814,1,0.9723908,DNA/hAT,0.9143784,7947,False,True,False,False,False,True,True,True,False
hAT_515-aRhiDor#DNA/hAT,None,0,1,0.97863,DNA/hAT,0.73073536,1,0.97674197,DNA/hAT,0.9137902,7606,False,True,False,False,False,True,True,True,False
hAT_546-aEleCoq#DNA/hAT,None,0,1,0.97862303,DNA/hAT,0.7689219,1,0.9528925,DNA/hAT,0.9209912,6868,False,True,False,False,False,True,True,True,False
hAT_1000-aRhiDor#DNA/hAT,None,0,1,0.9785736,DNA/hAT,0.6914318,1,0.9130443,DNA/hAT,0.9279183,6604,False,True,False,False,False,True,True,True,False
hAT_467-aMixFle#DNA/hAT,None,0,1,0.9785679,DNA/hAT,0.7909064,1,0.9858801,DNA/hAT,0.9167823,5920,False,True,False,False,False,True,True,True,False
hAT_127-aEleCoq#DNA/hAT,None,0,1,0.97856677,DNA/hAT,0.7875826,1,0.9535611,DNA/hAT,0.9226248,8158,False,True,False,False,False,True,True,True,False
hAT_35-aRhiDor#DNA/hAT,None,0,1,0.9785459,DNA/hAT,0.71812415,1,0.92221594,DNA/hAT,0.9247028,6342,False,True,False,False,False,True,True,True,False
hAT_584-aEleCoq#DNA/hAT,None,0,1,0.9785281,DNA/hAT,0.8114111,1,0.9806198,DNA/hAT,0.91788733,6745,False,True,False,False,False,True,True,True,False
Unknown_43-rPodVau#DNA/hAT,None,0,1,0.9785257,DNA/hAT,0.651725,1,0.999967,DNA/hAT,0.9170312,1435,False,True,False,False,False,True,True,True,False
hAT_55-aRhiDor#DNA/hAT,None,0,1,0.97851735,DNA/hAT,0.7154309,1,0.9270976,DNA/hAT,0.9235678,6239,False,True,False,False,False,True,True,True,False
Unknown_94-aMicUni#Unknown,None,0,1,0.978513,DNA/hAT,0.6696762,1,0.9988618,DNA/hAT,0.9180347,641,False,True,False,False,False,True,True,True,False
hAT_753-aEngPus#DNA/hAT,None,0,1,0.97843605,DNA/hAT,0.7840193,1,0.97294146,DNA/hAT,0.9150318,7421,False,True,False,False,False,True,True,True,False
hAT_983-aEngPus#DNA/hAT,None,0,1,0.9784248,DNA/hAT,0.77568334,1,0.9989003,DNA/hAT,0.91733235,5842,False,True,False,False,False,True,True,True,False
hAT_213-aEngPus#DNA/hAT,None,0,1,0.97842354,DNA/hAT,0.7708673,1,0.93533945,DNA/hAT,0.92273176,8976,False,True,False,False,False,True,True,True,False
hAT_604-aEleCoq#DNA/hAT,None,0,1,0.9784146,DNA/hAT,0.78961986,1,0.9909718,DNA/hAT,0.9176633,6657,False,True,False,False,False,True,True,True,False
hAT_1100-aPelLes#DNA/hAT,None,0,1,0.9784142,DNA/hAT,0.7728833,1,0.96272874,DNA/hAT,0.917532,7662,False,True,False,False,False,True,True,True,False
TcMar-Tc1_46-fAstMex#DNA/TcMar-Tc1,None,0,1,0.97838223,DNA/TcMar-Tc1,0.7839611,1,0.9998685,DNA/TcMar-Tc1,0.9190861,1616,False,True,False,False,False,True,True,True,False
Unknown_99-rPodErh#DNA/hAT,None,0,1,0.9783386,DNA/hAT,0.72262937,1,0.99987817,DNA/hAT,0.9194053,1390,False,True,False,False,False,True,True,True,False
hAT_354-fDirArg#DNA/hAT,None,0,1,0.97831,DNA/hAT,0.7209903,1,0.99841726,DNA/hAT,0.79755616,2581,False,True,False,False,False,True,True,True,False
hAT_603-aPelLes#DNA/hAT,None,0,1,0.97828877,DNA/hAT,0.76458484,1,0.9706296,DNA/hAT,0.9147036,10968,False,True,False,False,False,True,True,True,False
hAT_1046-aPelLes#DNA/hAT,None,0,1,0.9782809,DNA/hAT,0.7659157,1,0.97148275,DNA/hAT,0.91445374,7957,False,True,False,False,False,True,True,True,False
hAT_638-aEleCoq#DNA/hAT,None,0,1,0.97828007,DNA/hAT,0.78611565,1,0.99824107,DNA/hAT,0.91815406,6459,False,True,False,False,False,True,True,True,False
Unknown_15-aPseCor#Unknown,None,0,1,0.97827953,DNA/hAT,0.7104163,1,0.9999838,DNA/hAT,0.92058825,2837,False,True,False,False,False,True,True,True,False
Unknown_58-rGopFla#DNA,None,0,1,0.9782588,DNA,0.8739951,1,0.9999521,DNA,0.91133827,914,False,True,False,False,False,True,True,True,False
hAT_59-aRhiDor#DNA/hAT,None,0,1,0.97822934,DNA/hAT,0.6985056,1,0.9141558,DNA/hAT,0.9259084,6235,False,True,False,False,False,True,True,True,False
hAT_652-aEngPus#DNA/hAT,None,0,1,0.97820574,DNA/hAT,0.8067344,1,0.9100609,DNA/hAT,0.92288727,7737,False,True,False,False,False,True,True,True,False
Unknown_1146-aBomVar#Unknown,None,0,1,0.97820216,DNA/hAT,0.8385967,1,0.98791564,DNA/CMC,0.5902141,1988,False,True,False,False,False,True,True,True,False
Unknown_119-fCoiMys#DNA,None,0,1,0.9781868,DNA/PiggyBac,0.8725545,1,0.9958066,DNA/PiggyBac,0.8843034,1691,False,True,False,False,False,True,True,True,False
hAT_809-aEngPus#DNA/hAT,None,0,1,0.97817045,DNA/hAT,0.790255,1,0.9568395,DNA/hAT,0.91856617,7187,False,True,False,False,False,True,True,True,False
Unknown_49-rPodMur#DNA,None,0,1,0.9781603,DNA,0.8342026,1,0.99974924,DNA,0.91345114,1304,False,True,False,False,False,True,True,True,False
hAT_855-aRhiDor#DNA/hAT,None,0,1,0.97814435,DNA/hAT,0.7633691,1,0.95598775,DNA/hAT,0.9178415,6998,False,True,False,False,False,True,True,True,False
hAT_428-aRhiDor#DNA/hAT,None,0,1,0.9780862,DNA/hAT,0.7126677,1,0.96820295,DNA/hAT,0.9143283,7816,False,True,False,False,False,True,True,True,False
hAT_198-aEngPus#DNA/hAT,None,0,1,0.9780411,DNA/hAT,0.7820515,1,0.9582727,DNA/hAT,0.9181035,9024,False,True,False,False,False,True,True,True,False
hAT_685-aEleCoq#DNA/hAT,None,0,1,0.9780385,DNA/hAT,0.7991359,1,0.9987141,DNA/hAT,0.91611165,6175,False,True,False,False,False,True,True,True,False
hAT_241-aEngPus#DNA/hAT,None,0,1,0.9780254,DNA/hAT,0.78169256,1,0.95767134,DNA/hAT,0.91819155,8860,False,True,False,False,False,True,True,True,False
hAT_358-aEleCoq#DNA/hAT,None,0,1,0.9779913,DNA/hAT,0.79591763,1,0.96393096,DNA/hAT,0.9195203,7398,False,True,False,False,False,True,True,True,False
PIF-Harbinger_56-rDibSmi#DNA/PIF-Harbinger,None,0,1,0.97797716,DNA/PIF-Harbinger,0.86033165,1,0.99992967,DNA/PIF-Harbinger,0.9209168,5863,False,True,False,False,False,True,True,True,False
hAT_231-aPelLes#DNA/hAT,None,0,1,0.9779716,DNA/hAT,0.7803006,1,0.93791944,DNA/hAT,0.91975003,12328,False,True,False,False,False,True,True,True,False
hAT_284-aEngPus#DNA/hAT,None,0,1,0.9779679,DNA/hAT,0.7715812,1,0.91565144,DNA/hAT,0.92285955,8722,False,True,False,False,False,True,True,True,False
hAT_702-aPelLes#DNA/hAT,None,0,1,0.977967,DNA/hAT,0.7608011,1,0.9710749,DNA/hAT,0.91465485,10187,False,True,False,False,False,True,True,True,False
hAT_353-aXenPet#DNA/hAT,None,0,1,0.97795767,DNA/hAT,0.7792787,1,0.9589468,DNA/hAT,0.9176873,6660,False,True,False,False,False,True,True,True,False
Unknown_118-fCoiMys#DNA,None,0,1,0.9779539,DNA/PiggyBac,0.86476636,1,0.99887353,DNA/PiggyBac,0.9123656,1691,False,True,False,False,False,True,True,True,False
hAT_140-aRhiDor#DNA/hAT,None,0,1,0.9779057,DNA/hAT,0.6867615,1,0.9728854,DNA/hAT,0.91358095,5829,False,True,False,False,False,True,True,True,False
hAT_223-aPelLes#DNA/hAT,None,0,1,0.9778201,DNA/hAT,0.7435925,1,0.97173566,DNA/hAT,0.9144972,5730,False,True,False,False,False,True,True,True,False
hAT_314-aEleCoq#DNA/hAT,None,0,1,0.97780174,DNA/hAT,0.7768629,1,0.9939097,DNA/hAT,0.9157165,7513,False,True,False,False,False,True,True,True,False
hAT_466-aEngPus#DNA/hAT,None,0,1,0.97777814,DNA/hAT,0.784645,1,0.9772981,DNA/hAT,0.91462725,8232,False,True,False,False,False,True,True,True,False
hAT_247-aXenPet#DNA/hAT,None,0,1,0.9777371,DNA/hAT,0.777242,1,0.9558743,DNA/hAT,0.91845363,7159,False,True,False,False,False,True,True,True,False
hAT_244-aEngPus#DNA/hAT,None,0,1,0.9777076,DNA/hAT,0.77660346,1,0.93753934,DNA/hAT,0.9213755,10255,False,True,False,False,False,True,True,True,False
TcMar-Tc1_23-fScaEry#DNA/TcMar-Tc1,None,0,1,0.9776724,DNA/TcMar-Tc1,0.559168,1,0.99973077,DNA/TcMar-Tc1,0.92464083,2323,False,True,False,False,False,True,True,True,False
hAT_856-aRhiDor#DNA/hAT,None,0,1,0.9776689,DNA/hAT,0.71531284,1,0.9219804,DNA/hAT,0.9256122,6995,False,True,False,False,False,True,True,True,False
Unknown_230-kAplTur#Unknown,None,0,1,0.9776609,DNA/TcMar-Tc1,0.7389808,1,0.99995744,DNA,0.90483046,1531,False,True,False,False,False,True,True,True,False
hAT_702-aEleCoq#DNA/hAT,None,0,1,0.97763807,DNA/hAT,0.7761634,1,0.9975921,DNA/hAT,0.92136496,6007,False,True,False,False,False,True,True,True,False
hAT_473-aRhiDor#DNA/hAT,None,0,1,0.97760755,DNA/hAT,0.7091347,1,0.99511045,DNA/hAT,0.91408986,7709,False,True,False,False,False,True,True,True,False
hAT_944-aPelLes#DNA/hAT,None,0,1,0.97758013,DNA/hAT,0.7396647,1,0.9761402,DNA/hAT,0.91425234,8645,False,True,False,False,False,True,True,True,False
hAT_762-aPelLes#DNA/hAT,None,0,1,0.97757816,DNA/hAT,0.7661347,1,0.97153115,DNA/hAT,0.9145691,9723,False,True,False,False,False,True,True,True,False
hAT_781-aEngPus#DNA/hAT,None,0,1,0.9775603,DNA/hAT,0.7770932,1,0.9182854,DNA/hAT,0.9234397,7333,False,True,False,False,False,True,True,True,False
hAT_675-aPelLes#DNA/hAT,None,0,1,0.9775565,DNA/hAT,0.78871155,1,0.9635004,DNA/hAT,0.9156008,14956,False,True,False,False,False,True,True,True,False
hAT_257-aXenPet#DNA/hAT,None,0,1,0.97755104,DNA/hAT,0.76618576,1,0.9635429,DNA/hAT,0.91692406,7148,False,True,False,False,False,True,True,True,False
hAT_179-aPelLes#DNA/hAT,None,0,1,0.977549,DNA/hAT,0.7742609,1,0.9688135,DNA/hAT,0.91499645,5965,False,True,False,False,False,True,True,True,False
TcMar-Tc1_29-kTriCli#DNA/TcMar-Tc1,None,0,1,0.9775389,DNA/CMC,0.45596212,1,0.9542015,DNA/TcMar-Tc1,0.46031275,6462,False,True,False,False,False,True,True,True,False
hAT_654-aRhiDor#DNA/hAT,None,0,1,0.9775209,DNA/hAT,0.6904179,1,0.92037034,DNA/hAT,0.924736,7353,False,True,False,False,False,True,True,True,False
hAT_19-aMixFle#DNA/hAT,None,0,1,0.97749025,DNA/hAT,0.63274795,1,0.9919343,DNA/hAT,0.9164141,5444,False,True,False,False,False,True,True,True,False
Unknown_110-rPodMur#DNA/hAT,None,0,1,0.9774763,DNA/hAT,0.90604883,1,0.99990225,DNA/hAT,0.91964865,694,False,True,False,False,False,True,True,True,False
hAT_76-fBorAnt#DNA/hAT,None,0,1,0.9774385,DNA/hAT,0.8590364,1,0.99995816,DNA/hAT,0.91627073,1410,False,True,False,False,False,True,True,True,False
hAT_1002-aPelLes#DNA/hAT,None,0,1,0.97743803,DNA/hAT,0.76513106,1,0.97266227,DNA/hAT,0.9143916,8207,False,True,False,False,False,True,True,True,False
hAT_559-aEngPus#DNA/hAT,None,0,1,0.97741973,DNA/hAT,0.7743019,1,0.9107004,DNA/hAT,0.9233677,7960,False,True,False,False,False,True,True,True,False
hAT_686-aEleCoq#DNA/hAT,None,0,1,0.97740424,DNA/hAT,0.7908821,1,0.9997762,DNA/hAT,0.92035186,6173,False,True,False,False,False,True,True,True,False
hAT_25-aPseCor#DNA/hAT,None,0,1,0.97737044,DNA/hAT,0.71732455,1,0.9999863,DNA/hAT,0.92128575,3723,False,True,False,False,False,True,True,True,False
hAT_267-aEleCoq#DNA/hAT,None,0,1,0.97731483,DNA/hAT,0.7942592,1,0.8534289,DNA/hAT,0.9193216,9446,False,True,False,False,False,True,True,True,False
hAT_717-aEleCoq#DNA/hAT,None,0,1,0.9773057,DNA/hAT,0.7892209,1,0.935904,DNA/hAT,0.9232806,8619,False,True,False,False,False,True,True,True,False
hAT_453-aEngPus#DNA/hAT,None,0,1,0.97730017,DNA/hAT,0.7774769,1,0.972222,DNA/hAT,0.91609865,8271,False,True,False,False,False,True,True,True,False
TcMar-Tc1_1-fLimLim#DNA/TcMar-Tc1,None,0,1,0.97723764,DNA/TcMar-Tc1,0.7195281,1,0.9998042,DNA/TcMar-Tc1,0.9221704,2701,False,True,False,False,False,True,True,True,False
TcMar-Tc1_15-fAciRut#DNA/TcMar-Tc1,None,0,1,0.97722185,DNA/TcMar-Tc1,0.66688675,1,0.9999232,DNA/TcMar-Tc1,0.91609883,1690,False,True,False,False,False,True,True,True,False
hAT_895-aPelLes#DNA/hAT,None,0,1,0.97721684,DNA/hAT,0.76239294,1,0.9724381,DNA/hAT,0.91443783,8946,False,True,False,False,False,True,True,True,False
hAT_62-fAstCal#DNA,None,0,1,0.9771781,DNA/TcMar-Tc1,0.60540956,1,0.9933401,DNA/PiggyBac,0.35415024,1287,False,True,False,False,False,True,True,True,False
hAT_301-aEngPus#DNA/hAT,None,0,1,0.9771403,DNA/hAT,0.7818361,1,0.9575162,DNA/hAT,0.91842186,8682,False,True,False,False,False,True,True,True,False
hAT_57-fNanAch#Unknown,None,0,1,0.9771294,DNA/Academ-1,0.7168321,1,0.9999975,DNA/Academ-1,0.92241126,3591,False,True,False,False,False,True,True,True,False
hAT_664-aEngPus#DNA/hAT,None,0,1,0.97710514,DNA/hAT,0.7756537,1,0.97597855,DNA/hAT,0.9154361,7699,False,True,False,False,False,True,True,True,False
hAT_7-aPelLes#DNA/hAT,None,0,1,0.9771024,DNA/hAT,0.77759767,1,0.9701732,DNA/hAT,0.9146489,7268,False,True,False,False,False,True,True,True,False
hAT_347-aXenPet#DNA/hAT,None,0,1,0.9771022,DNA/hAT,0.7901239,1,0.95865446,DNA/hAT,0.9176603,6707,False,True,False,False,False,True,True,True,False
hAT_741-aPelLes#DNA/hAT,None,0,1,0.9770955,DNA/hAT,0.74901026,1,0.97085875,DNA/hAT,0.9147545,9910,False,True,False,False,False,True,True,True,False
hAT_764-aEngPus#DNA/hAT,None,0,1,0.97709084,DNA/hAT,0.80195385,1,0.9149791,DNA/hAT,0.91968364,7406,False,True,False,False,False,True,True,True,False
hAT_76-aPelLes#DNA/hAT,None,0,1,0.97709036,DNA/hAT,0.7736419,1,0.966902,DNA/hAT,0.91505325,6773,False,True,False,False,False,True,True,True,False
hAT_86-aMixFle#DNA/hAT,None,0,1,0.97707736,DNA/hAT,0.7639666,1,0.9905517,DNA/hAT,0.91628134,4441,False,True,False,False,False,True,True,True,False
hAT_360-aEleCoq#DNA/hAT,None,0,1,0.97707045,DNA/hAT,0.7930177,1,0.9771832,DNA/hAT,0.9184484,7395,False,True,False,False,False,True,True,True,False
CMC_5-fLeuLeu#DNA/CMC,None,0,1,0.97706735,DNA/CMC,0.3002409,1,0.99986076,DNA,0.896452,7117,False,True,False,False,False,True,True,True,False
TcMar-Tc1_5-aDenEbr#DNA/TcMar-Tc1,None,0,1,0.9770345,DNA/TcMar-Tc1,0.6085598,1,0.99989843,DNA/TcMar-Tc1,0.9159043,1231,False,True,False,False,False,True,True,True,False
Unknown_10-aPseCor#Unknown,None,0,1,0.97703165,DNA/hAT,0.7032744,1,0.99998605,DNA/hAT,0.9211894,3226,False,True,False,False,False,True,True,True,False
hAT_703-aEleCoq#DNA/hAT,None,0,1,0.97700876,DNA/hAT,0.7963642,1,0.9995059,DNA/hAT,0.9172175,6001,False,True,False,False,False,True,True,True,False
Academ-1_4-fNanAch#DNA/Academ-1,None,0,1,0.97698575,DNA/Academ-1,0.7246751,1,0.9999429,DNA/Academ-1,0.9096185,4285,False,True,False,False,False,True,True,True,False
hAT_419-aMixFle#DNA/hAT,None,0,1,0.97697395,DNA/hAT,0.7517429,1,0.6745883,DNA/hAT,0.8537233,6164,False,True,False,False,False,True,True,True,False
hAT_183-aRhiDor#DNA/hAT,None,0,1,0.9769737,DNA/hAT,0.7158223,1,0.9119558,DNA/hAT,0.92625266,8192,False,True,False,False,False,True,True,True,False
hAT_956-aRhiDor#DNA/hAT,None,0,1,0.9769284,DNA/hAT,0.7226081,1,0.91912556,DNA/hAT,0.9258158,6758,False,True,False,False,False,True,True,True,False
hAT_31-aManAur#DNA/hAT,None,0,1,0.9769146,DNA/hAT,0.74777776,1,0.99745196,DNA/hAT,0.91396755,7680,False,True,False,False,False,True,True,True,False
hAT_839-aPelLes#DNA/hAT,None,0,1,0.9768853,DNA/hAT,0.77163047,1,0.9741178,DNA/hAT,0.91444635,9359,False,True,False,False,False,True,True,True,False
hAT_300-aEngPus#DNA/hAT,None,0,1,0.97687495,DNA/hAT,0.775918,1,0.9718365,DNA/hAT,0.9161824,8683,False,True,False,False,False,True,True,True,False
hAT_324-aEleCoq#DNA/hAT,None,0,1,0.97687143,DNA/hAT,0.79671466,1,0.9262407,DNA/hAT,0.92316294,7496,False,True,False,False,False,True,True,True,False
hAT_775-aEngPus#DNA/hAT,None,0,1,0.97686225,DNA/hAT,0.76468974,1,0.9550389,DNA/hAT,0.91875046,7344,False,True,False,False,False,True,True,True,False
hAT_41-fBarBar#DNA/hAT,None,0,1,0.9768513,DNA/hAT,0.7716716,1,0.99995124,DNA/hAT,0.92084897,3899,False,True,False,False,False,True,True,True,False
TcMar-Tc1_65-kMyxGlu#DNA/TcMar-Tc1,None,0,1,0.97681695,DNA/TcMar-Tc1,0.7486805,1,0.99988806,DNA/TcMar-Tc1,0.9196843,1419,False,True,False,False,False,True,True,True,False
hAT_670-aRhiDor#DNA/hAT,None,0,1,0.9768133,DNA/hAT,0.77650815,1,0.9331108,DNA/hAT,0.92306125,7332,False,True,False,False,False,True,True,True,False
hAT_782-aPelLes#DNA/hAT,None,0,1,0.97681046,DNA/hAT,0.77038085,1,0.9740607,DNA/hAT,0.91445744,9662,False,True,False,False,False,True,True,True,False
hAT_823-aPelLes#DNA/hAT,None,0,1,0.9767898,DNA/hAT,0.78512275,1,0.97446567,DNA/hAT,0.9148182,9429,False,True,False,False,False,True,True,True,False
hAT_719-aRhiDor#DNA/hAT,None,0,1,0.9767769,DNA/hAT,0.715419,1,0.92983603,DNA/hAT,0.92407495,7258,False,True,False,False,False,True,True,True,False
Unknown_4-fCoiMys#DNA,None,0,1,0.9767729,DNA/hAT,0.39117068,1,0.99988234,DNA/hAT,0.92870253,5407,False,True,False,False,False,True,True,True,False
hAT_478-aEngPus#DNA/hAT,None,0,1,0.9767692,DNA/hAT,0.7800229,1,0.9586872,DNA/hAT,0.9177416,8164,False,True,False,False,False,True,True,True,False
hAT_1002-aRhiDor#DNA/hAT,None,0,1,0.9767522,DNA/hAT,0.7783683,1,0.9685041,DNA/hAT,0.9151254,6593,False,True,False,False,False,True,True,True,False
hAT_606-aEleCoq#DNA/hAT,None,0,1,0.97672665,DNA/hAT,0.8075923,1,0.9859013,DNA/hAT,0.9160752,6646,False,True,False,False,False,True,True,True,False
hAT_407-aEngPus#DNA/hAT,None,0,1,0.9766921,DNA/hAT,0.7936266,1,0.9434674,DNA/hAT,0.9209715,10046,False,True,False,False,False,True,True,True,False
hAT_95-aPelLes#DNA/hAT,None,0,1,0.97667444,DNA/hAT,0.7737528,1,0.9709754,DNA/hAT,0.9135667,6631,False,True,False,False,False,True,True,True,False
hAT_710-aEngPus#DNA/hAT,None,0,1,0.9766717,DNA/hAT,0.7868219,1,0.8786451,DNA/hAT,0.9293024,7583,False,True,False,False,False,True,True,True,False
hAT_378-aEleCoq#DNA/hAT,None,0,1,0.97666764,DNA/hAT,0.7913765,1,0.9850817,DNA/hAT,0.9178617,9267,False,True,False,False,False,True,True,True,False
hAT_227-aXenPet#DNA/hAT,None,0,1,0.9766605,DNA/hAT,0.75846857,1,0.9598284,DNA/hAT,0.91759115,7233,False,True,False,False,False,True,True,True,False
hAT_723-aEleCoq#DNA/hAT,None,0,1,0.9766534,DNA/hAT,0.80254275,1,0.9987564,DNA/hAT,0.91686463,5809,False,True,False,False,False,True,True,True,False
hAT_510-aEleCoq#DNA/hAT,None,0,1,0.9766465,DNA/hAT,0.77701974,1,0.9842367,DNA/hAT,0.9139907,6962,False,True,False,False,False,True,True,True,False
hAT_144-aEleCoq#DNA/hAT,None,0,1,0.9766431,DNA/hAT,0.7900178,1,0.94944924,DNA/hAT,0.92119825,8070,False,True,False,False,False,True,True,True,False
hAT_640-aEngPus#DNA/hAT,None,0,1,0.9765562,DNA/hAT,0.7728628,1,0.9486439,DNA/hAT,0.9199649,7757,False,True,False,False,False,True,True,True,False
hAT_1-aEleCoq#DNA/hAT,None,0,1,0.9765538,DNA/hAT,0.7956661,1,0.83217156,DNA/hAT,0.9141271,10090,False,True,False,False,False,True,True,True,False
hAT_393-aPelLes#DNA/hAT,None,0,1,0.9765083,DNA/hAT,0.772492,1,0.9704836,DNA/hAT,0.9147699,11877,False,True,False,False,False,True,True,True,False
hAT_916-aRhiDor#DNA/hAT,None,0,1,0.9765058,DNA/hAT,0.64629877,1,0.9147039,DNA/hAT,0.92708784,6866,False,True,False,False,False,True,True,True,False
hAT_669-aPelLes#DNA/hAT,None,0,1,0.97650576,DNA/hAT,0.7892146,1,0.9747468,DNA/hAT,0.9147618,10463,False,True,False,False,False,True,True,True,False
hAT_391-aEngPus#DNA/hAT,None,0,1,0.9765023,DNA/hAT,0.77704495,1,0.9718328,DNA/hAT,0.9160092,8398,False,True,False,False,False,True,True,True,False
hAT_19-fErpCal#DNA/hAT,None,0,1,0.9764715,DNA/hAT,0.7096235,1,0.9999639,DNA/hAT,0.922759,2615,False,True,False,False,False,True,True,True,False
hAT_680-aEleCoq#DNA/hAT,None,0,1,0.97639865,DNA/hAT,0.78670275,1,0.9985436,DNA/hAT,0.9180934,6196,False,True,False,False,False,True,True,True,False
hAT_217-aRhiDor#DNA/hAT,None,0,1,0.9763867,DNA/hAT,0.6711866,1,0.8778171,DNA/hAT,0.9281877,8126,False,True,False,False,False,True,True,True,False
hAT_3-rNatHel#DNA/hAT,None,0,1,0.9763654,DNA/hAT,0.6221046,1,0.9994684,DNA/hAT,0.923609,2862,False,True,False,False,False,True,True,True,False
hAT_1019-aRhiDor#DNA/hAT,None,0,1,0.97636014,DNA/hAT,0.7076656,1,0.9110119,DNA/hAT,0.924485,6539,False,True,False,False,False,True,True,True,False
PiggyBac_4-fNotCoa#DNA/PiggyBac,None,0,1,0.97634435,DNA/PiggyBac,0.5088378,1,0.99837273,DNA/PiggyBac,0.9190042,8631,False,True,False,False,False,True,True,True,False
hAT_215-aPelLes#DNA/hAT,None,0,1,0.9763375,DNA/hAT,0.75816244,1,0.9704479,DNA/hAT,0.9146817,5770,False,True,False,False,False,True,True,True,False
TcMar-Tc1_97-aBufBuf#DNA/TcMar-Tc1,None,0,1,0.97632307,DNA/TcMar-Tc1,0.7327318,1,0.9998078,DNA/TcMar-Tc1,0.92477936,2519,False,True,False,False,False,True,True,True,False
Sola-1_4-fBorAnt#DNA/Sola-1,None,0,1,0.9762823,DNA/hAT,0.29330602,1,0.93580246,DNA/TcMar-Tc1,0.5112388,4350,False,True,False,False,False,True,True,True,False
hAT_818-aEngPus#DNA/hAT,None,0,1,0.9762814,DNA/hAT,0.8019119,1,0.9229927,DNA/hAT,0.92025435,7172,False,True,False,False,False,True,True,True,False
hAT_679-aEngPus#DNA/hAT,None,0,1,0.97627205,DNA/hAT,0.75696725,1,0.9714887,DNA/hAT,0.91618556,7660,False,True,False,False,False,True,True,True,False
Unknown_44-aPseCor#Unknown,None,0,1,0.97626436,DNA/hAT,0.6431278,1,0.9999858,DNA/hAT,0.92132956,2617,False,True,False,False,False,True,True,True,False
hAT_637-aEngPus#DNA/hAT,None,0,1,0.97618246,DNA/hAT,0.78776866,1,0.95692474,DNA/hAT,0.91812813,7762,False,True,False,False,False,True,True,True,False
hAT_7-fBarBar#DNA/hAT,None,0,1,0.97615916,DNA/hAT,0.7768547,1,0.99995625,DNA/hAT,0.9153551,2628,False,True,False,False,False,True,True,True,False
hAT_312-aEleCoq#DNA/hAT,None,0,1,0.97613907,DNA/hAT,0.79856277,1,0.9723508,DNA/hAT,0.92117465,9414,False,True,False,False,False,True,True,True,False
hAT_516-aRhiDor#DNA/hAT,None,0,1,0.9761095,DNA/hAT,0.7333436,1,0.96239054,DNA/hAT,0.91682905,7605,False,True,False,False,False,True,True,True,False
hAT_228-aPelLes#DNA/hAT,None,0,1,0.97609454,DNA/hAT,0.7744664,1,0.9434391,DNA/hAT,0.918811,12335,False,True,False,False,False,True,True,True,False
hAT_652-aPelLes#DNA/hAT,None,0,1,0.976082,DNA/hAT,0.7728753,1,0.9746226,DNA/hAT,0.91446614,10607,False,True,False,False,False,True,True,True,False
hAT_405-aEngPus#DNA/hAT,None,0,1,0.97607887,DNA/hAT,0.77792704,1,0.9745453,DNA/hAT,0.91567093,8386,False,True,False,False,False,True,True,True,False
hAT_78-fBorAnt#DNA/hAT,None,0,1,0.97607476,DNA/hAT,0.893224,1,0.9999175,DNA/hAT,0.9222204,1401,False,True,False,False,False,True,True,True,False
PiggyBac_5-aBomVar#DNA/PiggyBac,None,0,1,0.97604525,DNA/PiggyBac,0.9323607,1,0.9997787,DNA/PiggyBac,0.9000867,8835,False,True,False,False,False,True,True,True,False
hAT_902-aRhiDor#DNA/hAT,None,0,1,0.97604305,DNA/hAT,0.7135413,1,0.94020206,DNA/hAT,0.92113924,6905,False,True,False,False,False,True,True,True,False
hAT_695-aEleCoq#DNA/hAT,None,0,1,0.97603434,DNA/hAT,0.79305935,1,0.9268249,DNA/hAT,0.9232933,10101,False,True,False,False,False,True,True,True,False
hAT_928-aEngPus#DNA/hAT,None,0,1,0.976031,DNA/hAT,0.7728826,1,0.95822287,DNA/hAT,0.9180207,6530,False,True,False,False,False,True,True,True,False
Unknown_57-rPodErh#DNA/hAT,None,0,1,0.97602385,DNA/hAT,0.6612943,1,0.9999428,DNA/hAT,0.9197809,1743,False,True,False,False,False,True,True,True,False
